Country Name,CO2 emissions (metric tons per capita),Total greenhouse gas emissions (kt of CO2 equivalent),Access to electricity (% of population),Renewable energy consumption (% of total final energy consumption),Terrestrial protected areas (% of total land area),Population growth (annual %),Population (total),Urban population growth (annual %)
Papua New Guinea,0.7516371630697196,11087.457056450501,42.46592782338458,53.62789831354597,3.067286602926307,2.0186697878160973,8112856.0,2.203190391871014
Paraguay,0.8405559493950502,50843.9542041131,98.813958,62.643529444906996,11.7131573866886,1.3383806345862284,6688723.571428572,1.8102555723147158
Peru,1.9459863809351166,74806.9567445781,93.42833872216796,26.434362561887475,21.299448525728266,1.2718734034262884,30600207.57142857,1.5103993354686829
Philippines,0.9939462099707214,167297.549725585,89.86356959025068,28.891391901322727,15.317772880609667,1.5673001608107142,102028521.85714285,1.9954599709233116
Poland,7.781088051477258,414606.89232929,100.0,11.452331698683375,39.64009301825907,-0.03182724377364935,38003566.85714286,-0.20254187799073184
Portugal,4.350545489888696,72524.218510274,100.0,28.325950641952275,22.920786718792332,-0.37815064079494354,10376970.142857144,0.5364253959727723
Post-demographic dividend,10.501652746869299,15199245.4861771,99.98970722926659,11.346271709344926,14.757887923929934,0.4208877448655528,1096663538.4285715,0.6374904302687938
Pre-demographic dividend,0.537518301084239,4241201.91827137,41.09560936764982,74.81210886497777,15.497607076685298,2.8882998418023287,846528735.2857143,4.32143757857958
Puerto Rico,NaN,3293.2548797227196,100.0,1.389301752535291,7.32610993720412,-2.0133307654333357,3451750.5714285714,-2.0430685203457157
Qatar,41.0352002847597,103155.12072137301,100.0,0.0,9.636156954527268,4.459003515508291,2531190.1428571427,4.5360120252141645
Romania,3.71354540837077,121762.225104696,100.0,23.16771637421005,24.424578333398667,-0.4857806406883086,19789992.42857143,-0.4757236236642263
Russian Federation,12.345354424484434,2803398.4879042003,100.0,3.456300131639508,9.724609876393245,0.15080929198122422,143991758.42857143,0.28598781335840584
Rwanda,0.07330324944754509,6689.94889743344,23.128333333333334,88.02405437267049,9.116059382092594,2.5465811775150624,11395088.714285715,2.775002028817506
Samoa,1.0385555118318466,356.08696000080397,98.12215474446616,39.7586535926129,7.156390001107039,0.6452029466478507,193079.42857142858,-0.5659766256509754
San Marino,NaN,NaN,100.0,NaN,NaN,0.9275896779016923,33119.71428571428,1.114864749872958
Sao Tome and Principe,0.5919871664333041,195.486961272431,66.59863535563149,41.37663054944037,29.24060655456007,1.9173041396036645,199570.57142857142,3.304940137272289
Saudi Arabia,18.939242273989436,NaN,100.0,0.006203792390665472,4.616751427169381,2.5110997890365354,31583433.14285714,2.776278943089017
Senegal,0.608790502738309,54185.3718787515,60.41334266662599,45.00809749755068,25.305182866078336,2.7985409648494914,14600695.714285715,3.7381281336942798
Serbia,5.889410930827147,NaN,99.94346632208044,21.109294707319098,6.458738226830967,-0.5065482751959237,7092918.857142857,-0.28142544610765924
Seychelles,4.962134726480733,910.287358285027,99.43491109212239,1.1426433950087747,42.096030631488865,1.447001071571501,92901.71428571429,2.2160053102073456
Sierra Leone,0.17123143766917268,11810.8870188195,18.364647738138835,76.09234391908937,9.387546417650173,2.189162784134569,7176148.857142857,3.1759897065862615
Singapore,9.155024102854739,55910.2813044732,100.0,0.5953588259426057,5.5763732189850534,1.2018930589259968,5510648.142857143,1.201893058926
Sint Maarten (Dutch part),19.702778648504268,NaN,100.0,0.0482908179463764,0.000372593988169995,2.7927710947261213,38422.0,2.792771094726118
Slovak Republic,5.94446926278878,46301.2739711681,100.0,11.700721629850126,37.51360889156479,0.12810526193956956,5425780.428571428,-0.05524998778256466
Slovenia,6.756239760616567,21074.748337786103,100.0,21.222035261011474,53.628640294059004,0.10075105457360443,2063060.7142857143,0.5417572160647739
Small states,7.13249196966984,478587.712888114,76.9465688821103,24.284605397560977,26.076337241352363,1.7593652424307271,38547746.14285714,2.6090995829553876
Solomon Islands,0.3508842807799413,4591.46452705258,52.226727294921865,63.315696740023974,2.21017741544536,2.671111441283564,603704.1428571428,4.767181752451037
Somalia,0.046605352537757605,21916.3232231908,28.519574483235683,94.20948174081923,0.83,2.754430548052773,13826125.57142857,4.0750840478418
South Africa,8.846058661785383,NaN,85.13333333333334,16.617145715900623,10.042109947105233,1.5044600975467544,55348475.14285714,2.303378283607656
South Asia,1.387735217287127,3648610.43896087,82.75796165925482,39.4700929593824,7.2921273831249,1.26519049413535,1749281251.5714285,2.5204019308143844
South Asia (IDA & IBRD),1.38773521728713,3648610.43896087,82.75796165925482,39.4700929593824,7.2921273831249,1.26519049413535,1749281251.5714285,2.5204019308143844
South Sudan,0.13774826641612667,NaN,17.022909005482962,32.200623464611276,15.501000834383,1.5741977652568961,10636916.42857143,2.7762980421746173
Spain,5.259720547751647,348257.292233754,100.0,16.5816873616486,28.050422432748064,-0.005792147440671295,46588481.14285714,0.29036604106663544
Sri Lanka,0.8075449676870811,30451.826310344102,93.09695358276367,57.7561547765669,29.861332598608133,0.8637016128840703,21010714.285714287,1.0700827552684489
St. Kitts and Nevis,4.468224084868511,NaN,100.0,1.5449232925326424,3.3177564781045334,0.8398191319815272,51186.57142857143,0.6519741123495645
St. Lucia,2.29339307365724,598.7659175520749,97.03496943789486,2.157574359372315,18.763473060937734,0.5072412453529951,179207.0,0.6825443952398145
St. Martin (French part),NaN,NaN,100.0,NaN,14.107701022379999,-0.06960260054250954,36460.57142857143,NaN
St. Vincent and the Grenadines,2.0592466051085765,319.21808524325,98.42997614542644,5.70185519262381,22.426414815470867,0.24763936918840315,109223.14285714286,1.0474384585525156
Sub-Saharan Africa,0.8390028193057777,4601155.11108355,40.4582501776039,70.19151799627608,17.5787182406258,2.729574792082523,996596148.7142857,4.138102960828109
Sub-Saharan Africa (IDA & IBRD countries),0.8390028193057774,4601155.11108355,40.4582501776039,70.19151799627608,17.5787182406258,2.729574792082523,996596148.7142857,4.138102960828109
Sub-Saharan Africa (excluding high income),0.8386120411071271,4600244.82372526,40.452706289969036,70.2086196372554,17.578189430884198,2.7296948186693415,996503247.0,4.138361746617174
Sudan,0.303375610350533,491982.26653220295,47.46244532267253,61.28987102340068,2.281175455819353,2.3949092177536797,38944186.71428572,2.9992817998273815
Suriname,3.758876679989033,2657.8776235695,94.81460062662761,24.828005707692,14.5200925244246,1.0498680742539972,558903.8571428572,1.0032558863004173
Sweden,4.697301263503956,65767.7870645559,100.0,50.428739063361675,14.744684976256133,1.0686484418964157,9825572.42857143,1.4216582016895127
Switzerland,4.66932438576096,54108.0975149024,100.0,23.665288341194227,9.660122840796708,1.051137299089858,8271281.857142857,1.083306879105519
Syrian Arab Republic,1.8964169639133501,77118.711861813,90.19506835937501,2.0630740121948676,0.6868685421260028,-3.154001255387681,18309730.42857143,-3.2638294443746685
Tajikistan,0.47767688359544963,15364.575292694299,99.4305430094401,50.85412560092907,22.279107392115066,2.3924212482328113,8469449.857142856,2.7188563084808055
Tanzania,0.221609360884133,235353.116917654,24.564533551534016,86.3414853977622,38.137050848350135,2.9929380707388273,51572892.28571428,5.2707170692519885
Thailand,4.465458103283884,440411.679002401,99.76304207586202,23.298055995340775,18.809448060050798,0.3985414998134216,68677630.28571428,1.985309024545384
Timor-Leste,0.34672378192746933,959.347403614566,66.91784059764835,20.9251987903185,13.054977655662867,1.8603434471294098,1198206.142857143,3.0782940018089753
Togo,0.37220699886526565,22931.8554918877,44.417369715372736,72.14078349905748,27.62082847041,2.5575219472579813,7326743.428571428,3.8735391105451304
Tonga,1.1166390164206466,NaN,95.63496404012044,1.57499705172018,15.915193497282198,-0.0504383473603733,101806.0,-0.24211643035533387
Trinidad and Tobago,34.040376530902996,61308.5253484805,100.0,0.29958908498430326,30.59520675020647,0.562689769687399,1368954.4285714286,0.38861562345936956
Tunisia,2.5404938727447965,39721.008847134304,99.83333333333333,12.957400811213526,7.9131181645720465,1.0550116377192738,11192242.285714285,1.4770434867304485
Turkey,4.39055629834469,445640.078387113,99.99880981445312,12.915336868251174,0.21899243547871197,1.6298484722729074,78512319.42857143,2.3593782219066712
Turkmenistan,12.422585523994135,92178.0749079615,99.99784088134766,0.041024016339800545,3.24884149817458,1.75620501357665,5562405.571428572,2.5439698690396955
Turks and Caicos Islands,5.773413520837426,NaN,98.85000000000001,0.5850554309647088,44.37495033114353,1.7266320179864059,35926.57142857143,2.10443831370707
Tuvalu,1.0134344937906867,5.23991676902267,98.90129878650488,0.0,2.097960770615227,1.129715328862177,11110.0,2.720879653224517
Uganda,0.131956910365204,80725.0849205519,19.60539976755778,90.32410512677691,16.06263308595747,3.4840636302835497,38417875.0,6.026540306597196
Ukraine,5.828330572628027,404900.30485731,99.97791519434628,3.4976080330574826,3.9778354287581466,-0.34275990742698415,45138167.428571425,-0.20553266521442565
United Arab Emirates,20.264587623703104,204888.71896249603,100.0,0.12488378774435875,16.3266137589746,1.0527064254864873,9327960.42857143,1.4035455540770478
United Kingdom,6.9997277086649845,585779.783273432,100.0,6.718486149436793,28.535624851985332,0.7114324481264136,65101994.571428575,1.0280437924107788
United States,16.3789283767705,6343840.50774614,100.0,8.666489200468483,12.985914681651535,0.697370206657797,320635276.5714286,0.9270670852773042
Upper middle income,6.518837343888616,22773519.789583802,99.16779767675985,13.1421285246066,14.7328001165559,0.7620463814338052,2597431429.142857,2.1069160868044032
Uruguay,2.26525892361187,34237.829518560095,99.77972883333332,52.77112877893828,3.4641346153327266,0.33678068774702347,3412990.4285714286,0.44538403627821443
Uzbekistan,3.5759661245671595,177223.750994586,99.95151901245117,2.7805389235478524,3.3768091435149934,1.660340136952217,31323742.85714286,1.471413327865443
Vanuatu,0.4845431770961719,446.22059693565694,47.30463083902995,37.783230444096425,4.200354578436007,2.677820325064687,271096.0,3.0866375251622302
Venezuela,6.369804417468576,281921.368594355,99.65330251057942,12.9553969506504,54.14278295718014,-0.008990132787824632,29625680.85714286,0.007214850652173992
Vietnam,1.6753032424280168,310664.069273385,99.81892318725586,36.88498980689905,7.577853250007661,1.0336707109794312,92674770.14285715,3.100840277606985
Virgin Islands (U.S.),NaN,61.4927757344388,100.0,2.3135693473153744,14.076382796337269,-0.1745346330094137,107654.85714285714,-0.030659340635302068
West Bank and Gaza,0.5754910181952431,NaN,99.9702095031738,11.213419729715575,8.3592518432039,2.324413692603443,4270168.0,2.662816439643003
World,4.994458237492286,53526302.828388795,86.51903586922656,17.7748081212348,14.673617226980367,1.1625813106297227,7340788772.142858,2.0193331763722213
Yemen,0.8852394174385733,40924.627691264504,73.44473622639974,1.378835679304995,0.7712959868187886,2.5693380377783357,26491911.285714287,4.342886773415537
Zambia,0.27033230571059597,320254.21833575604,31.636240768432618,88.28200691508275,37.9300069672156,3.04264162193124,15891393.714285715,4.3011552973571385
Zimbabwe,0.7844786194234429,72057.8033221346,38.1097100575765,80.1069739863137,27.213056783942534,1.6163933071575645,13796135.714285715,1.2633068387042186
