Country Name,CO2 emissions (metric tons per capita),Total greenhouse gas emissions (kt of CO2 equivalent),Access to electricity (% of population),Renewable energy consumption (% of total final energy consumption),Terrestrial protected areas (% of total land area),Population growth (annual %),Population (total),Urban population growth (annual %)
New Zealand,7.655270021421086,78130.97988166059,100.0,30.3981317645084,32.546837237230264,1.5472869250935128,4618314.285714285,1.6197757073939716
Nicaragua,0.7715133166362914,16323.0434302921,82.9316622215983,51.169546972100946,37.22724528428347,1.3002150910993215,6223613.571428572,1.6483724939397086
Niger,0.10675436017223434,11460.9158280465,17.011902491251632,77.14041837356481,17.318061679272265,3.8719305292714457,20053646.285714287,4.054872960190501
Nigeria,0.568720969825448,301010.125866092,55.10062421162923,86.79195188279064,13.929722406874399,2.6417395938024413,181320746.57142857,4.447540051786018
North America,16.2331773422021,7371537.23960903,100.0,10.1780093795848,11.321980894499069,0.7392763071202698,356506520.0,0.9530807183607299
North Macedonia,3.90558529711662,12992.2469938559,100.0,21.225438075247677,9.65271010528418,0.07199519227728242,2079021.0,0.28829739616497757
Northern Mariana Islands,NaN,12.4885857402,100.0,0.0,7.6396332226096,0.7396100360293193,55687.42857142857,0.8318756996555923
Norway,10.220681401306933,63536.7320746753,100.0,57.7425508680385,17.060995249654535,1.0056693440921276,5178551.142857143,1.4992157826505041
OECD members,9.680140547599343,16270060.274702499,99.93992326634695,11.638385023237948,14.895944923280334,0.6189583826090248,1280183121.4285715,0.857714149260825
Oman,16.1347536949426,62201.55080448151,100.0,0.0,2.5718221209005327,5.6534794468626615,4218868.428571428,7.1402588331884544
Other small states,7.162632721311877,374953.683304606,71.99648596947596,27.372577453770425,29.343877148042665,2.070723584511744,28969408.714285713,3.0134381656511047
Pacific island small states,1.0375900822796,7657.1850574790005,77.40277499745014,32.339435325413824,4.304541460604163,1.3202861891000583,2359053.8571428573,1.9607746832880173
Pakistan,0.8612114431602741,369734.583692698,70.97116327921549,46.766260564821195,12.313056851991732,2.0893495939415914,199573883.2857143,2.6714495981017814
Palau,14.564862170847768,NaN,99.32374175875714,0.0,27.980127351396067,0.129827310802321,17711.0,0.9426876842229845
Panama,2.577564394324263,16248.7722905672,94.36565297444663,20.484456437509824,20.891293322241197,1.7068490269893384,3970940.714285714,2.1944404541756315
